"estado"	"data"	"populacaoTCU2019"	"casosAcumulado"	"obitosAcumulado"
"PB"	2020-05-19	4018127	5300	219
"PB"	2020-05-20	4018127	5838	230
"PB"	2020-05-21	4018127	6238	245
"PB"	2020-05-22	4018127	6882	248
"PB"	2020-05-23	4018127	7508	258
"PB"	2020-05-24	4018127	7823	272
"PB"	2020-05-25	4018127	8016	279
"PB"	2020-05-26	4018127	8919	286
"PB"	2020-05-27	4018127	10209	298
"PB"	2020-05-28	4018127	11132	318
"PB"	2020-05-29	4018127	12011	327
"PB"	2020-05-30	4018127	12862	347
"PB"	2020-05-31	4018127	13162	360
"PB"	2020-06-01	4018127	13695	370
"PB"	2020-06-02	4018127	14859	379
"PB"	2020-06-03	4018127	16018	414
"PB"	2020-06-04	4018127	17579	438
"PB"	2020-06-05	4018127	18579	451
"PB"	2020-06-06	4018127	19787	467
"PB"	2020-06-07	4018127	20310	484
"PB"	2020-06-08	4018127	20951	507
"PB"	2020-06-09	4018127	22452	534
"PB"	2020-06-10	4018127	24032	559
"PB"	2020-06-11	4018127	25370	570
"PB"	2020-06-12	4018127	26556	610
"PB"	2020-06-13	4018127	27454	623
"PB"	2020-06-14	4018127	28013	633
"PB"	2020-06-15	4018127	28668	656
"PB"	2020-06-16	4018127	30128	671
"PB"	2020-06-17	4018127	31712	696
"PB"	2020-06-18	4018127	31760	709
"PB"	2020-06-19	4018127	35093	724
"PB"	2020-06-20	4018127	36521	743
"PB"	2020-06-21	4018127	36784	766
"PB"	2020-06-22	4018127	37253	784
"PB"	2020-06-23	4018127	38999	807
"PB"	2020-06-24	4018127	39912	828
"PB"	2020-06-25	4018127	40824	842
"PB"	2020-06-26	4018127	42832	864
"PB"	2020-06-27	4018127	44242	896
"PB"	2020-06-28	4018127	44679	911
"PB"	2020-06-29	4018127	45057	931
"PB"	2020-06-30	4018127	46957	977
"PB"	2020-07-01	4018127	48175	1002
"PB"	2020-07-02	4018127	49536	1044
"PB"	2020-07-03	4018127	50765	1062
"PB"	2020-07-04	4018127	52306	1082
"PB"	2020-07-05	4018127	52728	1099
"PB"	2020-07-06	4018127	53151	1118
"PB"	2020-07-07	4018127	54802	1145
"PB"	2020-07-08	4018127	56344	1171
"PB"	2020-07-09	4018127	57614	1196
"PB"	2020-07-10	4018127	59118	1229
"PE"	2020-02-25	9557071	0	0
"PE"	2020-02-26	9557071	0	0
"PE"	2020-02-27	9557071	0	0
"PE"	2020-02-28	9557071	0	0
"PE"	2020-02-29	9557071	0	0
"PE"	2020-03-01	9557071	0	0
"PE"	2020-03-02	9557071	0	0
"PE"	2020-03-03	9557071	0	0
"PE"	2020-03-04	9557071	0	0
"PE"	2020-03-05	9557071	0	0
"PE"	2020-03-06	9557071	0	0
"PE"	2020-03-07	9557071	0	0
"PE"	2020-03-08	9557071	0	0
"PE"	2020-03-09	9557071	0	0
"PE"	2020-03-10	9557071	0	0
"PE"	2020-03-11	9557071	0	0
"PE"	2020-03-12	9557071	2	0
"PE"	2020-03-13	9557071	2	0
"PE"	2020-03-14	9557071	2	0
"PE"	2020-03-15	9557071	2	0
"PE"	2020-03-16	9557071	2	0
"PE"	2020-03-17	9557071	16	0
"PE"	2020-03-18	9557071	16	0
"PE"	2020-03-19	9557071	28	0
"PE"	2020-03-20	9557071	30	0
"PE"	2020-03-21	9557071	30	0
"PE"	2020-03-22	9557071	37	0
"PE"	2020-03-23	9557071	42	0
"PE"	2020-03-24	9557071	42	0
"PE"	2020-03-25	9557071	46	1
"PE"	2020-03-26	9557071	48	3
"PE"	2020-03-27	9557071	56	4
"PE"	2020-03-28	9557071	68	5
"PE"	2020-03-29	9557071	73	5
"PE"	2020-03-30	9557071	78	6
"PE"	2020-03-31	9557071	87	6
"PE"	2020-04-01	9557071	95	8
"PE"	2020-04-02	9557071	106	9
"PE"	2020-04-03	9557071	136	10
"PE"	2020-04-04	9557071	176	14
"PE"	2020-04-05	9557071	201	21
"PE"	2020-04-06	9557071	223	30
"PE"	2020-04-07	9557071	352	34
"PE"	2020-04-08	9557071	401	46
"PE"	2020-04-09	9557071	555	56
"PE"	2020-04-10	9557071	684	65
"PE"	2020-04-11	9557071	816	72
"PE"	2020-04-12	9557071	960	85
"PE"	2020-04-13	9557071	1154	102
"PE"	2020-04-14	9557071	1284	115
"PE"	2020-04-15	9557071	1484	143
"PE"	2020-04-16	9557071	1683	160
"PE"	2020-04-17	9557071	2006	186
"PE"	2020-04-18	9557071	2193	205
"PE"	2020-04-19	9557071	2459	216
"PE"	2020-04-20	9557071	2690	234
"PE"	2020-04-21	9557071	2908	260
"PE"	2020-04-22	9557071	3298	282
"PE"	2020-04-23	9557071	3519	312
"PE"	2020-04-24	9557071	3999	352
"PE"	2020-04-25	9557071	4507	381
"PE"	2020-04-26	9557071	4898	415
"PE"	2020-04-27	9557071	5358	450
"PE"	2020-04-28	9557071	5724	508
"PE"	2020-04-29	9557071	6194	538
"PE"	2020-04-30	9557071	6876	565
"PE"	2020-05-01	9557071	7334	603
"PE"	2020-05-02	9557071	8145	628
"PE"	2020-05-03	9557071	8643	652
"PE"	2020-05-04	9557071	8863	691
"PE"	2020-05-05	9557071	9325	749
"PE"	2020-05-06	9557071	9881	803
"PE"	2020-05-07	9557071	10824	845
"PE"	2020-05-08	9557071	11587	927
"PE"	2020-05-09	9557071	12470	972
"PE"	2020-05-10	9557071	13275	1047
"PE"	2020-05-11	9557071	13768	1087
"PE"	2020-05-12	9557071	14309	1157
"PE"	2020-05-13	9557071	14901	1224
"PE"	2020-05-14	9557071	15588	1298
"PE"	2020-05-15	9557071	16209	1381
"PE"	2020-05-16	9557071	18488	1461
"PE"	2020-05-17	9557071	19452	1516
"PE"	2020-05-18	9557071	20094	1640
"PE"	2020-05-19	9557071	21242	1741
"PE"	2020-05-20	9557071	22560	1834
"PE"	2020-05-21	9557071	23911	1925
"PE"	2020-05-22	9557071	25760	2057
"PE"	2020-05-23	9557071	26786	2144
"PE"	2020-05-24	9557071	27759	2200
"PE"	2020-05-25	9557071	28366	2248
"PE"	2020-05-26	9557071	28854	2328
"PE"	2020-05-27	9557071	29919	2468
"PE"	2020-05-28	9557071	30713	2566
"PE"	2020-05-29	9557071	32255	2669
"PE"	2020-05-30	9557071	33427	2740
"PE"	2020-05-31	9557071	34450	2807
"PE"	2020-06-01	9557071	34900	2875
"PE"	2020-06-02	9557071	35508	2933
"PE"	2020-06-03	9557071	36463	3012
"PE"	2020-06-04	9557071	37507	3134
"PE"	2020-06-05	9557071	38511	3205
"PE"	2020-06-06	9557071	39361	3270
"PE"	2020-06-07	9557071	40242	3305
"PE"	2020-06-08	9557071	40705	3350
"PE"	2020-06-09	9557071	41010	3453
"PE"	2020-06-10	9557071	41935	3531
"PE"	2020-06-11	9557071	42994	3633
"PE"	2020-06-12	9557071	43872	3694
"PE"	2020-06-13	9557071	44671	3784
"PE"	2020-06-14	9557071	45261	3855
"PE"	2020-06-15	9557071	45507	3886
"PE"	2020-06-16	9557071	46427	3959
"PE"	2020-06-17	9557071	47446	4009
"PE"	2020-06-18	9557071	48626	4057
"PE"	2020-06-19	9557071	49720	4102
"PE"	2020-06-20	9557071	51118	4148
"PE"	2020-06-21	9557071	52113	4234
"PE"	2020-06-22	9557071	52494	4252
"PE"	2020-06-23	9557071	52831	4339
"PE"	2020-06-24	9557071	54022	4425
"PE"	2020-06-25	9557071	55136	4488
"PE"	2020-06-26	9557071	55804	4610
"PE"	2020-06-27	9557071	57089	4708
"PE"	2020-06-28	9557071	58107	4751
"PE"	2020-06-29	9557071	58476	4782
"PE"	2020-06-30	9557071	58858	4829
"PE"	2020-07-01	9557071	59705	4894
"PE"	2020-07-02	9557071	61119	4968
"PE"	2020-07-03	9557071	62362	5068
"PE"	2020-07-04	9557071	63457	5116
"PE"	2020-07-05	9557071	65129	5143
"PE"	2020-07-06	9557071	65642	5163
"PE"	2020-07-07	9557071	66151	5234
"PE"	2020-07-08	9557071	67604	5323
"PE"	2020-07-09	9557071	68767	5409
"PE"	2020-07-10	9557071	70100	5482
"AL"	2020-02-25	3337357	0	0
"AL"	2020-02-26	3337357	0	0
"AL"	2020-02-27	3337357	0	0
"AL"	2020-02-28	3337357	0	0
"AL"	2020-02-29	3337357	0	0
"AL"	2020-03-01	3337357	0	0
"AL"	2020-03-02	3337357	0	0
"AL"	2020-03-03	3337357	0	0
"AL"	2020-03-04	3337357	0	0
"AL"	2020-03-05	3337357	0	0
"AL"	2020-03-06	3337357	0	0
"AL"	2020-03-07	3337357	0	0
"AL"	2020-03-08	3337357	1	0
"AL"	2020-03-09	3337357	1	0
"AL"	2020-03-10	3337357	1	0
"AL"	2020-03-11	3337357	1	0
"AL"	2020-03-12	3337357	1	0
"AL"	2020-03-13	3337357	1	0
"AL"	2020-03-14	3337357	1	0
"AL"	2020-03-15	3337357	1	0
"AL"	2020-03-16	3337357	1	0
"AL"	2020-03-17	3337357	1	0
"AL"	2020-03-18	3337357	1	0
"AL"	2020-03-19	3337357	4	0
"AL"	2020-03-20	3337357	5	0
"AL"	2020-03-21	3337357	7	0
"AL"	2020-03-22	3337357	7	0
"AL"	2020-03-23	3337357	7	0
"AL"	2020-03-24	3337357	9	0
"AL"	2020-03-25	3337357	11	0
"AL"	2020-03-26	3337357	11	0
"AL"	2020-03-27	3337357	11	0
"AL"	2020-03-28	3337357	14	0
"AL"	2020-03-29	3337357	17	0
"AL"	2020-03-30	3337357	17	0
"AL"	2020-03-31	3337357	18	1
"AL"	2020-04-01	3337357	18	1
"AL"	2020-04-02	3337357	18	1
"AL"	2020-04-03	3337357	22	2
"AL"	2020-04-04	3337357	23	2
"AL"	2020-04-05	3337357	28	2
"AL"	2020-04-06	3337357	31	2
"AL"	2020-04-07	3337357	32	2
"AL"	2020-04-08	3337357	37	2
"AL"	2020-04-09	3337357	37	3
"AL"	2020-04-10	3337357	45	3
"AL"	2020-04-11	3337357	48	3
"AL"	2020-04-12	3337357	48	3
"AL"	2020-04-13	3337357	50	3
"AL"	2020-04-14	3337357	72	4
"AL"	2020-04-15	3337357	82	5
"AL"	2020-04-16	3337357	89	5
"AL"	2020-04-17	3337357	110	7
"AL"	2020-04-18	3337357	132	7
"AL"	2020-04-19	3337357	159	15
"AL"	2020-04-20	3337357	171	18
"AL"	2020-04-21	3337357	210	19
"AL"	2020-04-22	3337357	243	20
"AL"	2020-04-23	3337357	324	22
"AL"	2020-04-24	3337357	413	27
"AL"	2020-04-25	3337357	501	29
"AL"	2020-04-26	3337357	554	32
"AL"	2020-04-27	3337357	643	34
"AL"	2020-04-28	3337357	777	36
"AL"	2020-04-29	3337357	957	41
"AL"	2020-04-30	3337357	1044	47
"AL"	2020-05-01	3337357	1226	53
"AL"	2020-05-02	3337357	1372	58
"AL"	2020-05-03	3337357	1441	64
"AL"	2020-05-04	3337357	1538	72
"AL"	2020-05-05	3337357	1606	80
"AL"	2020-05-06	3337357	1703	89
"AL"	2020-05-07	3337357	1867	98
"AL"	2020-05-08	3337357	2033	108
"AL"	2020-05-09	3337357	2172	114
"AL"	2020-05-10	3337357	2258	126
"AL"	2020-05-11	3337357	2343	138
"AL"	2020-05-12	3337357	2580	150
"AL"	2020-05-13	3337357	2761	164
"AL"	2020-05-14	3337357	2972	177
"AL"	2020-05-15	3337357	3212	187
"AL"	2020-05-16	3337357	3593	199
"AL"	2020-05-17	3337357	3816	210
"AL"	2020-05-18	3337357	4031	221
"AL"	2020-05-19	3337357	4316	231
"AL"	2020-05-20	3337357	4437	251
"AL"	2020-05-21	3337357	4916	262
"AL"	2020-05-22	3337357	5302	280
"AL"	2020-05-23	3337357	5630	301
"AL"	2020-05-24	3337357	6214	316
"AL"	2020-05-25	3337357	6682	337
"AL"	2020-05-26	3337357	7058	354
"AL"	2020-05-27	3337357	7580	368
"AL"	2020-05-28	3337357	8055	385
"AL"	2020-05-29	3337357	8618	406
"AL"	2020-05-30	3337357	9223	424
"AL"	2020-05-31	3337357	10288	443
"AL"	2020-06-01	3337357	10837	461
"AL"	2020-06-02	3337357	11559	482
"AL"	2020-06-03	3337357	12407	506
"AL"	2020-06-04	3337357	13097	531
"AL"	2020-06-05	3337357	13937	557
"AL"	2020-06-06	3337357	14818	582
"AL"	2020-06-07	3337357	15706	601
"AL"	2020-06-08	3337357	15706	601
"AL"	2020-06-09	3337357	17193	640
"AL"	2020-06-10	3337357	18176	660
"AL"	2020-06-11	3337357	19200	681
"AL"	2020-06-12	3337357	20031	701
"AL"	2020-06-13	3337357	20887	723
"AL"	2020-06-14	3337357	22199	744
"AL"	2020-06-15	3337357	22962	768
"AL"	2020-06-16	3337357	23632	793
"AL"	2020-06-17	3337357	24867	811
"AL"	2020-06-18	3337357	25633	831
"AL"	2020-06-19	3337357	26906	848
"AL"	2020-06-20	3337357	27698	866
"AL"	2020-06-21	3337357	28657	884
"AL"	2020-06-22	3337357	29395	903
"AL"	2020-06-23	3337357	30248	920
"AL"	2020-06-24	3337357	31230	938
"AL"	2020-06-25	3337357	32065	958
"AL"	2020-06-26	3337357	32864	975
"AL"	2020-06-27	3337357	33521	993
"AL"	2020-06-28	3337357	34312	1012
"AL"	2020-06-29	3337357	35117	1032
"AL"	2020-06-30	3337357	35962	1052
"AL"	2020-07-01	3337357	36819	1072
"AL"	2020-07-02	3337357	37328	1091
"AL"	2020-07-03	3337357	38404	1113
"AL"	2020-07-04	3337357	39255	1134
"AL"	2020-07-05	3337357	39935	1153
"AL"	2020-07-06	3337357	40569	1172
"AL"	2020-07-07	3337357	41524	1192
"AL"	2020-07-08	3337357	42322	1213
"AL"	2020-07-09	3337357	43191	1230
"AL"	2020-07-10	3337357	43959	1246
"SE"	2020-02-25	2298696	0	0
"SE"	2020-02-26	2298696	0	0
"SE"	2020-02-27	2298696	0	0
"SE"	2020-02-28	2298696	0	0
"SE"	2020-02-29	2298696	0	0
"SE"	2020-03-01	2298696	0	0
"SE"	2020-03-02	2298696	0	0
"SE"	2020-03-03	2298696	0	0
"SE"	2020-03-04	2298696	0	0
"SE"	2020-03-05	2298696	0	0
"SE"	2020-03-06	2298696	0	0
"SE"	2020-03-07	2298696	0	0
"SE"	2020-03-08	2298696	0	0
"SE"	2020-03-09	2298696	0	0
"SE"	2020-03-10	2298696	0	0
"SE"	2020-03-11	2298696	0	0
"SE"	2020-03-12	2298696	0	0
"SE"	2020-03-13	2298696	0	0
"SE"	2020-03-14	2298696	0	0
"SE"	2020-03-15	2298696	1	0
"SE"	2020-03-16	2298696	1	0
"SE"	2020-03-17	2298696	4	0
"SE"	2020-03-18	2298696	5	0
"SE"	2020-03-19	2298696	6	0
"SE"	2020-03-20	2298696	6	0
"SE"	2020-03-21	2298696	10	0
"SE"	2020-03-22	2298696	10	0
"SE"	2020-03-23	2298696	10	0
"SE"	2020-03-24	2298696	15	0
"SE"	2020-03-25	2298696	16	0
"SE"	2020-03-26	2298696	16	0
"SE"	2020-03-27	2298696	16	0
"SE"	2020-03-28	2298696	16	0
"SE"	2020-03-29	2298696	16	0
"SE"	2020-03-30	2298696	16	0
"SE"	2020-03-31	2298696	19	0
"SE"	2020-04-01	2298696	20	0
"SE"	2020-04-02	2298696	23	2
"SE"	2020-04-03	2298696	25	2
"SE"	2020-04-04	2298696	27	2
"SE"	2020-04-05	2298696	32	3
"SE"	2020-04-06	2298696	32	4
"SE"	2020-04-07	2298696	36	4
"SE"	2020-04-08	2298696	36	4
"SE"	2020-04-09	2298696	39	4
"SE"	2020-04-10	2298696	42	4
"SE"	2020-04-11	2298696	42	4
"SE"	2020-04-12	2298696	44	4
"SE"	2020-04-13	2298696	44	4
"SE"	2020-04-14	2298696	45	4
"SE"	2020-04-15	2298696	46	4
"SE"	2020-04-16	2298696	48	4
"SE"	2020-04-17	2298696	53	4
"SE"	2020-04-18	2298696	71	5
"SE"	2020-04-19	2298696	83	5
"SE"	2020-04-20	2298696	86	5
"SE"	2020-04-21	2298696	92	5
"SE"	2020-04-22	2298696	117	7
"SE"	2020-04-23	2298696	124	8
"SE"	2020-04-24	2298696	144	8
"SE"	2020-04-25	2298696	153	9
"SE"	2020-04-26	2298696	159	9
"SE"	2020-04-27	2298696	197	10
"SE"	2020-04-28	2298696	280	11
"SE"	2020-04-29	2298696	337	12
"SE"	2020-04-30	2298696	447	12
"SE"	2020-05-01	2298696	517	14
"SE"	2020-05-02	2298696	601	14
"SE"	2020-05-03	2298696	730	14
"SE"	2020-05-04	2298696	772	17
"SE"	2020-05-05	2298696	898	21
"SE"	2020-05-06	2298696	998	23
"SE"	2020-05-07	2298696	1214	25
"SE"	2020-05-08	2298696	1438	28
"SE"	2020-05-09	2298696	1588	33
"SE"	2020-05-10	2298696	1771	34
"SE"	2020-05-11	2298696	1800	37
"SE"	2020-05-12	2298696	2032	37
"SE"	2020-05-13	2298696	2268	42
"SE"	2020-05-14	2298696	2494	47
"SE"	2020-05-15	2298696	2868	50
"SE"	2020-05-16	2298696	3135	53
"SE"	2020-05-17	2298696	3343	57
"SE"	2020-05-18	2298696	3566	59
"SE"	2020-05-19	2298696	3967	63
"SE"	2020-05-20	2298696	4277	69
"SE"	2020-05-21	2298696	4734	76
"SE"	2020-05-22	2298696	4922	82
"SE"	2020-05-23	2298696	5131	86
"SE"	2020-05-24	2298696	5314	93
"SE"	2020-05-25	2298696	5448	103
"SE"	2020-05-26	2298696	5735	116
"SE"	2020-05-27	2298696	5912	127
"SE"	2020-05-28	2298696	6156	135
"SE"	2020-05-29	2298696	6462	142
"SE"	2020-05-30	2298696	6805	149
"SE"	2020-05-31	2298696	6999	158
"SE"	2020-06-01	2298696	7233	166
"SE"	2020-06-02	2298696	7555	172
"SE"	2020-06-03	2298696	7989	180
"SE"	2020-06-04	2298696	8200	186
"SE"	2020-06-05	2298696	8577	198
"SE"	2020-06-06	2298696	8972	208
"SE"	2020-06-07	2298696	9290	217
"SE"	2020-06-08	2298696	9727	234
"SE"	2020-06-09	2298696	10126	252
"SE"	2020-06-10	2298696	10615	264
"SE"	2020-06-11	2298696	11056	283
"SE"	2020-06-12	2298696	11534	305
"SE"	2020-06-13	2298696	12866	316
"SE"	2020-06-14	2298696	13968	330
"SE"	2020-06-15	2298696	15675	352
"SE"	2020-06-16	2298696	16310	364
"SE"	2020-06-17	2298696	16807	383
"SE"	2020-06-18	2298696	17338	400
"SE"	2020-06-19	2298696	17808	426
"SE"	2020-06-20	2298696	18449	448
"SE"	2020-06-21	2298696	18985	462
"SE"	2020-06-22	2298696	19384	491
"SE"	2020-06-23	2298696	19883	511
"SE"	2020-06-24	2298696	20353	524
"SE"	2020-06-25	2298696	21081	554
"SE"	2020-06-26	2298696	21908	579
"SE"	2020-06-27	2298696	23319	605
"SE"	2020-06-28	2298696	24421	620
"SE"	2020-06-29	2298696	24817	653
"SE"	2020-06-30	2298696	25411	676
"SE"	2020-07-01	2298696	25915	701
"SE"	2020-07-02	2298696	26612	725
"SE"	2020-07-03	2298696	28186	764
"SE"	2020-07-04	2298696	29761	783
"SE"	2020-07-05	2298696	30217	798
"SE"	2020-07-06	2298696	30718	826
"SE"	2020-07-07	2298696	31640	851
"SE"	2020-07-08	2298696	32490	875
"SE"	2020-07-09	2298696	33416	901
"SE"	2020-07-10	2298696	34713	931
"BA"	2020-02-25	14873064	0	0
"BA"	2020-02-26	14873064	0	0
"BA"	2020-02-27	14873064	0	0
"BA"	2020-02-28	14873064	0	0
"BA"	2020-02-29	14873064	0	0
"BA"	2020-03-01	14873064	0	0
"BA"	2020-03-02	14873064	0	0
"BA"	2020-03-03	14873064	0	0
"BA"	2020-03-04	14873064	0	0
"BA"	2020-03-05	14873064	0	0
"BA"	2020-03-06	14873064	1	0
"BA"	2020-03-07	14873064	2	0
"BA"	2020-03-08	14873064	2	0
"BA"	2020-03-09	14873064	2	0
"BA"	2020-03-10	14873064	2	0
"BA"	2020-03-11	14873064	2	0
"BA"	2020-03-12	14873064	2	0
"BA"	2020-03-13	14873064	2	0
"BA"	2020-03-14	14873064	2	0
"BA"	2020-03-15	14873064	2	0
"BA"	2020-03-16	14873064	2	0
"BA"	2020-03-17	14873064	3	0
"BA"	2020-03-18	14873064	3	0
"BA"	2020-03-19	14873064	30	0
"BA"	2020-03-20	14873064	33	0
"BA"	2020-03-21	14873064	41	0
"BA"	2020-03-22	14873064	49	0
"BA"	2020-03-23	14873064	63	0
"BA"	2020-03-24	14873064	76	0
"BA"	2020-03-25	14873064	84	0
"BA"	2020-03-26	14873064	104	0
"BA"	2020-03-27	14873064	115	0
"BA"	2020-03-28	14873064	127	0
"BA"	2020-03-29	14873064	154	1
"BA"	2020-03-30	14873064	176	1
"BA"	2020-03-31	14873064	213	2
"BA"	2020-04-01	14873064	246	2
"BA"	2020-04-02	14873064	267	3
"BA"	2020-04-03	14873064	282	5
"BA"	2020-04-04	14873064	332	7
"BA"	2020-04-05	14873064	401	9
"BA"	2020-04-06	14873064	431	10
"BA"	2020-04-07	14873064	456	12
"BA"	2020-04-08	14873064	497	15
"BA"	2020-04-09	14873064	559	19
"BA"	2020-04-10	14873064	604	19
"BA"	2020-04-11	14873064	635	21
"BA"	2020-04-12	14873064	673	21
"BA"	2020-04-13	14873064	723	22
"BA"	2020-04-14	14873064	759	22
"BA"	2020-04-15	14873064	807	27
"BA"	2020-04-16	14873064	951	30
"BA"	2020-04-17	14873064	1059	36
"BA"	2020-04-18	14873064	1193	37
"BA"	2020-04-19	14873064	1230	45
"BA"	2020-04-20	14873064	1341	46
"BA"	2020-04-21	14873064	1489	47
"BA"	2020-04-22	14873064	1644	50
"BA"	2020-04-23	14873064	1789	59
"BA"	2020-04-24	14873064	1962	64
"BA"	2020-04-25	14873064	2081	70
"BA"	2020-04-26	14873064	2209	73
"BA"	2020-04-27	14873064	2354	76
"BA"	2020-04-28	14873064	2540	86
"BA"	2020-04-29	14873064	2646	96
"BA"	2020-04-30	14873064	2851	104
"BA"	2020-05-01	14873064	3085	117
"BA"	2020-05-02	14873064	3267	123
"BA"	2020-05-03	14873064	3495	123
"BA"	2020-05-04	14873064	3734	141
"BA"	2020-05-05	14873064	4040	146
"BA"	2020-05-06	14873064	4301	160
"BA"	2020-05-07	14873064	4528	165
"BA"	2020-05-08	14873064	4818	183
"BA"	2020-05-09	14873064	5174	196
"BA"	2020-05-10	14873064	5558	202
"BA"	2020-05-11	14873064	5808	211
"BA"	2020-05-12	14873064	6204	225
"BA"	2020-05-13	14873064	6547	236
"BA"	2020-05-14	14873064	6955	262
"BA"	2020-05-15	14873064	8128	281
"BA"	2020-05-16	14873064	8314	286
"BA"	2020-05-17	14873064	8443	295
"BA"	2020-05-18	14873064	8581	312
"BA"	2020-05-19	14873064	11013	326
"BA"	2020-05-20	14873064	11197	362
"BA"	2020-05-21	14873064	11941	376
"BA"	2020-05-22	14873064	12557	399
"BA"	2020-05-23	14873064	13000	413
"BA"	2020-05-24	14873064	13899	460
"BA"	2020-05-25	14873064	14204	477
"BA"	2020-05-26	14873064	14566	495
"BA"	2020-05-27	14873064	15070	531
"BA"	2020-05-28	14873064	15963	570
"BA"	2020-05-29	14873064	16917	609
"BA"	2020-05-30	14873064	17626	638
"BA"	2020-05-31	14873064	18392	667
"BA"	2020-06-01	14873064	18898	701
"BA"	2020-06-02	14873064	21430	736
"BA"	2020-06-03	14873064	22451	762
"BA"	2020-06-04	14873064	23463	790
"BA"	2020-06-05	14873064	26419	819
"BA"	2020-06-06	14873064	27396	846
"BA"	2020-06-07	14873064	28250	879
"BA"	2020-06-08	14873064	28715	910
"BA"	2020-06-09	14873064	30481	937
"BA"	2020-06-10	14873064	32685	975
"BA"	2020-06-11	14873064	33891	1013
"BA"	2020-06-12	14873064	34665	1039
"BA"	2020-06-13	14873064	35788	1069
"BA"	2020-06-14	14873064	36401	1105
"BA"	2020-06-15	14873064	37620	1145
"BA"	2020-06-16	14873064	39206	1181
"BA"	2020-06-17	14873064	40926	1222
"BA"	2020-06-18	14873064	41577	1263
"BA"	2020-06-19	14873064	43922	1305
"BA"	2020-06-20	14873064	45304	1350
"BA"	2020-06-21	14873064	46279	1391
"BA"	2020-06-22	14873064	47086	1441
"BA"	2020-06-23	14873064	49084	1491
"BA"	2020-06-24	14873064	51931	1541
"BA"	2020-06-25	14873064	54291	1601
"BA"	2020-06-26	14873064	56422	1642
"BA"	2020-06-27	14873064	65244	1697
"BA"	2020-06-28	14873064	68495	1748
"BA"	2020-06-29	14873064	69467	1800
"BA"	2020-06-30	14873064	73307	1853
"BA"	2020-07-01	14873064	76485	1902
"BA"	2020-07-02	14873064	79349	1947
"BA"	2020-07-03	14873064	82314	2001
"BA"	2020-07-04	14873064	85485	2050
"BA"	2020-07-05	14873064	87048	2107
"BA"	2020-07-06	14873064	88279	2168
"BA"	2020-07-07	14873064	91954	2216
"BA"	2020-07-08	14873064	95536	2277
"BA"	2020-07-09	14873064	98319	2328
"BA"	2020-07-10	14873064	101186	2383
"MG"	2020-02-25	21168791	0	0
"MG"	2020-02-26	21168791	0	0
"MG"	2020-02-27	21168791	0	0
"MG"	2020-02-28	21168791	0	0
"MG"	2020-02-29	21168791	0	0
"MG"	2020-03-01	21168791	0	0
"MG"	2020-03-02	21168791	0	0
"MG"	2020-03-03	21168791	0	0
"MG"	2020-03-04	21168791	0	0
"MG"	2020-03-05	21168791	0	0
"MG"	2020-03-06	21168791	0	0
"MG"	2020-03-07	21168791	0	0
"MG"	2020-03-08	21168791	1	0
"MG"	2020-03-09	21168791	1	0
"MG"	2020-03-10	21168791	1	0
"MG"	2020-03-11	21168791	1	0
"MG"	2020-03-12	21168791	1	0
"MG"	2020-03-13	21168791	2	0
"MG"	2020-03-14	21168791	2	0
"MG"	2020-03-15	21168791	2	0
"MG"	2020-03-16	21168791	5	0
"MG"	2020-03-17	21168791	7	0
"MG"	2020-03-18	21168791	15	0
"MG"	2020-03-19	21168791	29	0
"MG"	2020-03-20	21168791	35	0
"MG"	2020-03-21	21168791	38	0
"MG"	2020-03-22	21168791	83	0
"MG"	2020-03-23	21168791	128	0
"MG"	2020-03-24	21168791	130	0
"MG"	2020-03-25	21168791	133	0
"MG"	2020-03-26	21168791	153	0
"MG"	2020-03-27	21168791	189	0
"MG"	2020-03-28	21168791	205	0
"MG"	2020-03-29	21168791	231	0
"MG"	2020-03-30	21168791	261	1
"MG"	2020-03-31	21168791	275	2
"MG"	2020-04-01	21168791	314	3
"MG"	2020-04-02	21168791	370	4
"MG"	2020-04-03	21168791	397	6
"MG"	2020-04-04	21168791	430	6
"MG"	2020-04-05	21168791	498	6
"MG"	2020-04-06	21168791	525	9
"MG"	2020-04-07	21168791	559	11
"MG"	2020-04-08	21168791	614	14
"MG"	2020-04-09	21168791	655	15
"MG"	2020-04-10	21168791	698	17
"MG"	2020-04-11	21168791	750	17
"MG"	2020-04-12	21168791	806	20
"MG"	2020-04-13	21168791	815	23
"MG"	2020-04-14	21168791	884	27
"MG"	2020-04-15	21168791	903	30
"MG"	2020-04-16	21168791	958	33
"MG"	2020-04-17	21168791	1021	35
"MG"	2020-04-18	21168791	1077	39
"MG"	2020-04-19	21168791	1154	39
"MG"	2020-04-20	21168791	1189	41
"MG"	2020-04-21	21168791	1230	44
"MG"	2020-04-22	21168791	1283	47
"MG"	2020-04-23	21168791	1308	51
"MG"	2020-04-24	21168791	1419	54
"MG"	2020-04-25	21168791	1481	58
"MG"	2020-04-26	21168791	1548	61
"MG"	2020-04-27	21168791	1586	62
"MG"	2020-04-28	21168791	1649	71
"MG"	2020-04-29	21168791	1758	80
"MG"	2020-04-30	21168791	1827	82
"MG"	2020-05-01	21168791	1935	88
"MG"	2020-05-02	21168791	2023	88
"MG"	2020-05-03	21168791	2118	89
"MG"	2020-05-04	21168791	2347	90
"MG"	2020-05-05	21168791	2452	94
